age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
48,management,married,university.degree,unknown,no,no,cellular,165.0,3,999.0,0,nonexistent,no
24,blue-collar,married,basic.9y,no,unknown,unknown,cellular,781.0,1,999.0,0,nonexistent,yes
38,technician,single,university.degree,no,yes,no,cellular,80.0,1,999.0,0,nonexistent,no
41,blue-collar,married,basic.9y,no,no,no,cellular,184.0,4,999.0,0,nonexistent,no
47,services,divorced,basic.4y,no,no,no,cellular,149.0,2,999.0,0,nonexistent,no
46,admin.,divorced,high.school,no,no,no,cellular,91.0,1,999.0,0,nonexistent,no
48,admin.,single,university.degree,no,yes,no,cellular,544.0,1,999.0,0,nonexistent,no
30,services,single,high.school,no,yes,no,cellular,94.0,2,999.0,0,nonexistent,no
35,admin.,married,high.school,no,yes,yes,telephone,172.0,1,999.0,0,nonexistent,no
49,management,married,university.degree,no,no,no,cellular,86.0,4,999.0,0,nonexistent,no
28,admin.,single,basic.9y,no,yes,no,cellular,387.0,2,999.0,0,nonexistent,no
24,student,single,professional.course,no,yes,no,cellular,413.0,1,999.0,0,nonexistent,yes
56,retired,divorced,basic.4y,no,yes,no,telephone,10.0,15,999.0,0,nonexistent,no
56,management,married,university.degree,no,yes,no,cellular,122.0,1,999.0,0,nonexistent,no
31,blue-collar,married,basic.4y,unknown,no,no,cellular,933.0,2,999.0,0,nonexistent,no
31,blue-collar,married,basic.6y,no,no,yes,telephone,154.0,2,999.0,0,nonexistent,no
45,blue-collar,married,basic.9y,no,no,no,cellular,126.0,2,999.0,1,failure,no
47,technician,married,professional.course,no,no,no,cellular,428.0,2,999.0,0,nonexistent,no
30,technician,single,professional.course,no,yes,no,cellular,346.0,2,999.0,0,nonexistent,no
43,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,,1,999.0,0,nonexistent,no
52,management,married,basic.6y,no,no,no,cellular,209.0,2,999.0,1,failure,yes
29,services,single,basic.4y,no,yes,no,telephone,382.0,3,999.0,0,nonexistent,no
33,student,married,professional.course,no,yes,no,telephone,112.0,1,999.0,0,nonexistent,yes
38,technician,single,university.degree,no,yes,no,cellular,98.0,1,999.0,0,nonexistent,no
58,retired,married,professional.course,unknown,no,no,telephone,44.0,8,999.0,0,nonexistent,no
52,blue-collar,married,basic.4y,no,no,no,telephone,136.0,2,999.0,0,nonexistent,no
48,blue-collar,married,basic.9y,no,no,no,telephone,607.0,1,999.0,0,nonexistent,yes
39,blue-collar,married,basic.4y,no,yes,no,cellular,156.0,2,999.0,0,nonexistent,no
53,housemaid,married,basic.4y,unknown,no,no,telephone,245.0,3,999.0,0,nonexistent,no
35,technician,married,professional.course,no,yes,no,cellular,90.0,3,999.0,0,nonexistent,no
32,technician,married,professional.course,no,yes,no,cellular,370.0,1,999.0,0,nonexistent,no
999,admin.,married,university.degree,no,yes,yes,cellular,68.0,1,999.0,0,nonexistent,no
32,blue-collar,divorced,university.degree,no,yes,no,telephone,59.0,1,999.0,0,nonexistent,no
50,management,married,basic.9y,no,no,no,cellular,115.0,1,999.0,0,nonexistent,yes
28,technician,single,university.degree,unknown,no,no,telephone,,3,999.0,0,nonexistent,no
43,admin.,divorced,high.school,no,unknown,unknown,cellular,105.0,1,999.0,1,failure,no
30,technician,married,university.degree,unknown,no,no,telephone,40.0,1,999.0,0,nonexistent,no
36,management,married,university.degree,no,yes,no,cellular,128.0,1,999.0,0,nonexistent,no
39,blue-collar,married,basic.9y,unknown,yes,no,telephone,34.0,2,999.0,0,nonexistent,no
47,blue-collar,married,high.school,no,yes,yes,telephone,72.0,6,6.0,1,success,no
47,services,divorced,high.school,no,no,no,telephone,198.0,3,999.0,0,nonexistent,no
53,blue-collar,married,basic.9y,unknown,no,no,telephone,111.0,10,999.0,0,nonexistent,no
29,admin.,single,high.school,no,no,yes,telephone,21.0,9,999.0,0,nonexistent,no
999,services,married,high.school,no,yes,no,telephone,244.0,1,999.0,0,nonexistent,no
22,blue-collar,married,professional.course,no,yes,no,cellular,161.0,4,999.0,0,nonexistent,no
56,retired,married,basic.6y,no,no,no,cellular,120.0,1,999.0,0,nonexistent,no
54,management,married,basic.9y,no,yes,no,telephone,,5,,0,nonexistent,no
54,housemaid,married,basic.4y,unknown,no,no,cellular,522.0,2,999.0,0,nonexistent,no
39,blue-collar,married,high.school,no,yes,yes,cellular,173.0,1,999.0,0,nonexistent,no
45,services,married,high.school,unknown,no,no,cellular,75.0,5,999.0,0,nonexistent,no
32,technician,married,basic.9y,no,yes,no,cellular,500.0,2,999.0,0,nonexistent,yes
26,blue-collar,single,basic.9y,no,no,no,cellular,586.0,1,,0,nonexistent,yes
42,blue-collar,married,basic.4y,no,no,no,telephone,135.0,1,999.0,0,nonexistent,no
53,management,married,university.degree,no,yes,yes,cellular,60.0,1,,0,nonexistent,no
31,admin.,divorced,high.school,no,no,no,telephone,267.0,4,999.0,0,nonexistent,no
38,entrepreneur,married,professional.course,no,no,yes,cellular,266.0,1,999.0,1,failure,no
31,technician,single,professional.course,no,unknown,unknown,cellular,212.0,2,999.0,0,nonexistent,yes
37,blue-collar,married,basic.9y,no,yes,yes,cellular,184.0,3,999.0,0,nonexistent,no
47,admin.,divorced,high.school,no,yes,no,cellular,816.0,1,999.0,1,failure,no
45,entrepreneur,married,university.degree,unknown,yes,yes,cellular,62.0,1,999.0,0,nonexistent,no
27,blue-collar,married,basic.9y,unknown,yes,no,cellular,294.0,2,999.0,0,nonexistent,no
31,technician,single,university.degree,no,yes,no,cellular,701.0,1,5.0,1,success,yes
35,blue-collar,married,high.school,no,no,no,telephone,153.0,14,999.0,0,nonexistent,no
72,retired,married,basic.6y,no,yes,yes,cellular,189.0,3,999.0,0,nonexistent,yes
34,admin.,married,university.degree,no,no,yes,cellular,119.0,2,999.0,0,nonexistent,no
32,blue-collar,single,basic.9y,unknown,no,no,cellular,785.0,1,999.0,0,nonexistent,no
55,entrepreneur,single,unknown,unknown,no,no,telephone,542.0,1,999.0,0,nonexistent,yes
31,management,married,university.degree,no,no,no,cellular,154.0,4,999.0,0,nonexistent,no
32,admin.,single,university.degree,no,no,no,telephone,52.0,6,999.0,0,nonexistent,no
43,blue-collar,single,basic.4y,unknown,no,no,telephone,339.0,3,,0,nonexistent,no
41,admin.,married,high.school,no,no,no,cellular,151.0,1,999.0,0,nonexistent,no
35,technician,married,high.school,unknown,no,yes,cellular,306.0,1,999.0,0,nonexistent,no
28,admin.,single,university.degree,no,unknown,unknown,cellular,148.0,1,999.0,2,failure,no
42,services,married,university.degree,no,no,no,cellular,,1,6.0,1,success,yes
44,admin.,married,basic.6y,no,no,no,cellular,212.0,3,999.0,0,nonexistent,no
34,technician,single,university.degree,no,yes,no,cellular,294.0,4,10.0,3,success,yes
43,management,single,university.degree,no,yes,no,cellular,205.0,1,999.0,0,nonexistent,no
40,technician,married,professional.course,no,yes,no,cellular,115.0,1,999.0,0,nonexistent,no
38,blue-collar,married,basic.9y,no,yes,no,cellular,259.0,1,999.0,0,nonexistent,no
999,blue-collar,single,basic.9y,unknown,yes,no,telephone,565.0,2,999.0,0,nonexistent,no
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,81.0,3,999.0,0,nonexistent,no
999,admin.,single,high.school,no,no,no,telephone,290.0,1,999.0,0,nonexistent,no
29,blue-collar,married,unknown,unknown,no,yes,telephone,55.0,5,999.0,0,nonexistent,no
33,management,single,university.degree,no,no,no,cellular,228.0,1,999.0,0,nonexistent,no
52,retired,married,basic.9y,no,no,no,cellular,171.0,3,999.0,0,nonexistent,no
53,management,divorced,university.degree,no,no,no,cellular,404.0,2,3.0,2,success,yes
50,unemployed,married,professional.course,unknown,yes,yes,cellular,225.0,1,999.0,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,97.0,3,999.0,0,nonexistent,yes
25,admin.,married,high.school,no,no,no,cellular,68.0,1,999.0,0,nonexistent,no
73,retired,married,university.degree,no,no,no,cellular,160.0,1,999.0,0,nonexistent,yes
999,technician,single,professional.course,no,yes,no,cellular,290.0,1,999.0,0,nonexistent,no
37,admin.,single,high.school,no,no,no,telephone,301.0,1,3.0,1,success,yes
44,admin.,divorced,high.school,no,no,no,cellular,573.0,5,999.0,0,nonexistent,yes
28,blue-collar,single,high.school,no,no,no,cellular,139.0,1,999.0,0,nonexistent,no
76,retired,married,basic.4y,no,yes,no,cellular,550.0,1,999.0,0,nonexistent,yes
36,admin.,married,university.degree,no,yes,no,cellular,189.0,1,999.0,0,nonexistent,no
32,technician,married,professional.course,no,no,yes,cellular,,2,999.0,0,nonexistent,no
38,technician,single,basic.9y,no,yes,no,cellular,425.0,2,999.0,1,failure,no
58,retired,divorced,university.degree,no,no,no,cellular,211.0,1,2.0,1,success,no
65,retired,married,basic.4y,no,yes,yes,cellular,190.0,1,3.0,3,success,yes
33,services,single,university.degree,no,yes,no,cellular,252.0,2,3.0,2,success,yes
32,technician,single,professional.course,unknown,unknown,unknown,cellular,73.0,4,999.0,0,nonexistent,no
39,technician,single,professional.course,no,yes,no,cellular,115.0,1,999.0,0,nonexistent,no
37,unemployed,married,professional.course,no,no,no,telephone,140.0,1,999.0,0,nonexistent,no
33,admin.,divorced,university.degree,no,no,no,cellular,259.0,2,999.0,0,nonexistent,no
39,admin.,married,university.degree,no,no,no,cellular,123.0,2,999.0,0,nonexistent,no
31,admin.,married,university.degree,no,yes,no,cellular,179.0,1,999.0,0,nonexistent,no
31,services,married,high.school,unknown,yes,no,telephone,157.0,1,999.0,0,nonexistent,no
42,technician,married,university.degree,no,yes,no,cellular,103.0,5,999.0,0,nonexistent,no
42,admin.,divorced,university.degree,no,yes,no,telephone,125.0,3,999.0,0,nonexistent,no
24,admin.,married,unknown,no,yes,yes,cellular,130.0,5,999.0,0,nonexistent,no
75,retired,divorced,basic.4y,no,no,no,cellular,247.0,2,999.0,0,nonexistent,no
45,services,divorced,high.school,unknown,yes,no,telephone,101.0,2,999.0,0,nonexistent,no
39,technician,married,professional.course,no,yes,no,cellular,381.0,1,999.0,1,failure,yes
34,blue-collar,married,basic.9y,no,yes,no,telephone,360.0,2,999.0,0,nonexistent,no
39,entrepreneur,married,basic.6y,no,yes,no,cellular,265.0,2,16.0,1,success,yes
45,blue-collar,married,basic.9y,no,yes,no,cellular,297.0,1,999.0,0,nonexistent,no
59,retired,married,unknown,no,no,yes,telephone,88.0,4,999.0,0,nonexistent,no
40,admin.,married,university.degree,unknown,yes,no,telephone,527.0,1,999.0,0,nonexistent,no
999,admin.,married,high.school,unknown,yes,no,cellular,661.0,4,999.0,0,nonexistent,yes
34,admin.,single,university.degree,no,no,no,cellular,151.0,1,999.0,1,failure,no
31,entrepreneur,married,high.school,no,yes,no,telephone,133.0,1,999.0,0,nonexistent,no
39,blue-collar,married,professional.course,no,yes,no,cellular,145.0,1,999.0,0,nonexistent,no
58,retired,married,high.school,no,yes,no,cellular,242.0,6,3.0,1,success,yes
55,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,164.0,1,999.0,1,failure,no
46,technician,single,basic.9y,no,no,no,cellular,385.0,2,999.0,1,failure,no
49,services,married,high.school,no,no,no,telephone,,1,999.0,0,nonexistent,no
59,admin.,married,university.degree,no,yes,no,cellular,324.0,2,999.0,1,failure,no
55,unemployed,divorced,basic.9y,no,no,no,telephone,9.0,6,999.0,0,nonexistent,no
42,blue-collar,single,basic.9y,unknown,yes,no,cellular,16.0,5,999.0,0,nonexistent,no
32,blue-collar,married,high.school,unknown,yes,no,telephone,109.0,1,999.0,0,nonexistent,no
44,unemployed,married,basic.9y,unknown,yes,no,telephone,73.0,10,999.0,0,nonexistent,no
56,management,married,university.degree,no,no,no,cellular,266.0,2,999.0,0,nonexistent,no
53,entrepreneur,married,basic.4y,no,no,no,telephone,339.0,2,999.0,0,nonexistent,no
36,blue-collar,married,unknown,no,yes,no,cellular,572.0,2,999.0,0,nonexistent,no
31,services,married,high.school,no,yes,no,cellular,348.0,1,999.0,0,nonexistent,no
59,unemployed,married,professional.course,no,no,no,cellular,82.0,3,999.0,0,nonexistent,no
52,management,married,university.degree,unknown,yes,no,telephone,311.0,1,999.0,0,nonexistent,no
53,services,divorced,university.degree,no,yes,yes,cellular,105.0,1,999.0,0,nonexistent,no
39,services,single,high.school,no,yes,no,telephone,205.0,3,999.0,0,nonexistent,no
42,blue-collar,,basic.6y,unknown,no,no,telephone,190.0,1,,0,nonexistent,no
46,housemaid,married,basic.4y,no,no,no,telephone,336.0,1,999.0,0,nonexistent,no
54,retired,married,basic.9y,unknown,no,no,telephone,370.0,2,999.0,0,nonexistent,no
28,technician,single,high.school,no,no,no,cellular,216.0,1,999.0,1,failure,yes
35,admin.,married,university.degree,no,no,no,cellular,747.0,1,999.0,0,nonexistent,no
36,admin.,divorced,high.school,no,no,no,cellular,424.0,1,999.0,0,nonexistent,no
40,admin.,married,basic.9y,no,yes,no,cellular,186.0,2,999.0,0,nonexistent,no
52,blue-collar,married,basic.4y,unknown,yes,yes,telephone,833.0,1,999.0,0,nonexistent,no
40,technician,married,high.school,no,yes,no,cellular,69.0,2,999.0,2,failure,no
29,housemaid,married,high.school,no,no,no,telephone,534.0,1,999.0,0,nonexistent,no
35,admin.,married,university.degree,no,yes,yes,cellular,165.0,1,999.0,0,nonexistent,no
39,unemployed,married,basic.9y,no,yes,no,cellular,151.0,1,999.0,0,nonexistent,no
30,services,single,high.school,no,yes,no,cellular,189.0,1,999.0,0,nonexistent,no
999,technician,married,university.degree,no,yes,no,cellular,175.0,4,,0,nonexistent,no
27,management,single,university.degree,no,no,yes,telephone,413.0,1,999.0,0,nonexistent,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,250.0,5,999.0,0,nonexistent,no
32,technician,married,professional.course,no,no,yes,cellular,183.0,1,999.0,0,nonexistent,no
65,retired,single,university.degree,no,no,no,cellular,88.0,2,3.0,2,success,yes
34,technician,married,university.degree,no,no,no,cellular,183.0,2,999.0,1,failure,no
47,unemployed,married,high.school,unknown,yes,no,telephone,237.0,1,999.0,0,nonexistent,no
43,technician,married,high.school,no,yes,no,cellular,260.0,1,3.0,1,success,yes
74,retired,divorced,university.degree,no,yes,no,cellular,387.0,1,999.0,0,nonexistent,yes
47,blue-collar,married,basic.9y,unknown,yes,yes,cellular,84.0,4,999.0,0,nonexistent,no
28,technician,single,professional.course,no,yes,no,cellular,861.0,3,999.0,0,nonexistent,no
48,blue-collar,married,basic.6y,no,no,yes,telephone,61.0,1,999.0,0,nonexistent,no
38,blue-collar,,basic.4y,no,no,no,cellular,112.0,1,999.0,0,nonexistent,no
999,technician,,professional.course,no,no,no,cellular,93.0,1,999.0,0,nonexistent,no
54,services,married,high.school,no,yes,no,cellular,136.0,5,999.0,0,nonexistent,no
23,student,single,high.school,no,no,yes,cellular,380.0,1,3.0,1,success,yes
34,admin.,married,high.school,no,no,no,cellular,105.0,1,999.0,0,nonexistent,no
86,retired,divorced,basic.4y,no,yes,no,cellular,237.0,1,999.0,1,failure,no
33,blue-collar,married,basic.9y,no,yes,no,cellular,656.0,1,999.0,0,nonexistent,yes
41,services,single,high.school,no,yes,no,cellular,417.0,2,999.0,0,nonexistent,no
29,admin.,single,university.degree,unknown,yes,no,cellular,104.0,10,999.0,0,nonexistent,no
55,blue-collar,married,basic.9y,no,yes,no,telephone,323.0,4,999.0,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,cellular,289.0,1,999.0,1,failure,no
60,entrepreneur,married,basic.4y,no,unknown,unknown,telephone,101.0,3,999.0,0,nonexistent,no
41,admin.,single,university.degree,no,no,no,telephone,367.0,3,999.0,0,nonexistent,no
38,admin.,married,university.degree,no,no,no,cellular,173.0,2,999.0,0,nonexistent,no
24,blue-collar,single,basic.9y,no,no,no,cellular,925.0,1,999.0,0,nonexistent,no
36,technician,married,basic.9y,no,no,no,telephone,443.0,2,999.0,0,nonexistent,no
42,management,married,university.degree,no,no,no,cellular,391.0,2,999.0,0,nonexistent,no
50,admin.,married,high.school,no,yes,yes,cellular,95.0,4,999.0,0,nonexistent,no
37,technician,divorced,professional.course,no,no,no,cellular,109.0,1,999.0,0,nonexistent,no
25,self-employed,single,university.degree,no,unknown,unknown,telephone,317.0,2,999.0,0,nonexistent,no
30,services,single,high.school,no,yes,no,cellular,41.0,2,999.0,0,nonexistent,no
47,unknown,divorced,basic.4y,unknown,no,no,telephone,94.0,1,999.0,0,nonexistent,no
33,technician,married,high.school,no,yes,no,telephone,136.0,2,999.0,0,nonexistent,no
33,admin.,married,university.degree,no,no,no,cellular,787.0,9,999.0,0,nonexistent,no
60,retired,married,high.school,no,yes,no,cellular,443.0,2,999.0,2,failure,yes
68,retired,married,professional.course,no,no,no,cellular,76.0,1,999.0,1,failure,no
28,admin.,divorced,university.degree,no,yes,no,cellular,1148.0,1,999.0,0,nonexistent,yes
999,admin.,,university.degree,no,yes,no,cellular,513.0,2,999.0,0,nonexistent,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,19.0,3,999.0,0,nonexistent,no
28,management,single,university.degree,no,yes,no,cellular,358.0,3,6.0,1,success,yes
36,blue-collar,single,basic.9y,no,yes,no,cellular,67.0,2,999.0,1,failure,no
40,unemployed,married,basic.4y,unknown,yes,no,telephone,146.0,1,999.0,0,nonexistent,no
60,admin.,married,high.school,no,no,yes,telephone,87.0,2,999.0,0,nonexistent,no
32,admin.,married,high.school,no,yes,yes,telephone,21.0,3,999.0,0,nonexistent,no
60,management,married,university.degree,unknown,no,no,telephone,403.0,6,999.0,0,nonexistent,no
57,admin.,married,basic.6y,no,yes,no,cellular,100.0,1,999.0,0,nonexistent,no
56,blue-collar,married,basic.9y,unknown,yes,no,telephone,260.0,1,999.0,0,nonexistent,no
59,admin.,married,basic.4y,unknown,no,no,cellular,142.0,1,999.0,0,nonexistent,no
45,technician,married,high.school,no,yes,no,cellular,42.0,1,999.0,0,nonexistent,no
31,technician,single,university.degree,no,yes,no,cellular,984.0,1,999.0,0,nonexistent,yes
34,management,single,university.degree,no,unknown,unknown,telephone,114.0,5,999.0,0,nonexistent,no
33,admin.,married,university.degree,no,yes,no,telephone,563.0,2,,0,nonexistent,no
33,admin.,married,university.degree,no,yes,no,telephone,305.0,10,999.0,0,nonexistent,no
29,blue-collar,married,basic.9y,no,no,no,telephone,47.0,4,999.0,0,nonexistent,no
33,admin.,married,university.degree,no,yes,no,cellular,24.0,10,,0,nonexistent,no
32,blue-collar,single,basic.4y,no,yes,yes,telephone,156.0,1,999.0,0,nonexistent,no
